x,y
-105.12097252203603,20.21236067009031
-105.2793058547267,20.112360670491817
-104.81263918995417,19.479027339701386
-104.42097252487721,19.17069400760604
-105.00430585584289,19.520694006200756
-105.12097252203603,20.287360669789173
-105.40430585421934,20.23736066998993
-104.95430585604583,19.504027339601006
-105.50430585381346,19.99569400429358
-104.33763919188212,19.237360674005036
-105.16263918853357,19.662360672298615
-105.25430585482817,20.129027337091568
-104.59597252416692,19.195694007505665
-104.16263919259242,19.254027340604782
-104.60430585746643,20.045694004092827
-104.86263918975123,19.337360673603524
-105.22930585492965,20.062360670692573
-104.25430585888702,19.44569400650189
-104.5793058575679,19.220694007405285
-104.63763919066447,19.7956940050966
-104.12930585939438,19.545694006100376
-104.85430585645172,19.37069400680302
-104.52930585777085,19.229027340705162
-105.40430585421934,19.95402733779421
-105.07097252223896,19.670694005598488
-104.87930585635024,20.262360669889553
-104.92930585614731,20.17902733689081
-104.46263919137476,19.720694005397736
-104.56263919096888,19.420694006602265
-105.31263918792474,20.029027337493076
-104.22097252568899,19.32902734030365
-105.32097252122425,20.23736066998993
-105.16263918853357,19.65402733899874
-105.0959725221375,20.262360669889553
-104.98763918924386,20.312360669688797
-105.1959725217316,19.99569400429358
-104.72097252365957,19.645694005698868
-104.78763919005564,19.670694005598488
-104.5709725242684,19.745694005297356
-105.15430585523406,19.7956940050966
-105.20430585503112,20.03736067079295
-104.16263919259242,19.504027339601006
-105.00430585584289,20.087360670592197
-104.98763918924386,19.737360671997482
-104.59597252416692,19.695694005498112
-104.29597252538457,19.312360673703903
-105.03763918904093,20.270694003189426
-104.12097252609487,19.312360673703903
-105.37097252102132,19.829027338296097
-105.06263918893946,19.904027337994965
-104.85430585645172,20.029027337493076
-104.51263919117183,20.062360670692573
-104.97930585594436,20.104027337191944
-104.39597252497869,19.48736067300126
-105.22930585492965,19.962360671094086
-104.42097252487721,19.37069400680302
-104.82930585655319,19.870694004795467
-104.42097252487721,19.820694004996223
-104.88763918964976,19.387360673402767
-105.07930585553848,19.870694004795467
-105.23763918822915,19.945694004494335
-105.0126391891424,19.99569400429358
-104.93763918944681,19.945694004494335
-105.05430585563995,20.345694002888294
-104.07097252629782,19.28736067380428
-105.42930585411789,20.045694004092827
-104.77930585675614,19.779027338496853
-105.04597252234043,19.804027338396477
-104.32930585858261,19.48736067300126
-104.31263919198359,19.162360674306168
-105.07097252223896,19.629027339099117
-105.3543058544223,19.962360671094086
-105.02930585574141,19.887360671395218
-104.76263919015712,19.670694005598488
-104.90430585624878,19.679027338898365
-104.7459725235581,19.887360671395218
-105.15430585523406,19.604027339199497
-105.21263918833063,20.129027337091568
-104.56263919096888,19.295694007104153
-104.42097252487721,19.762360671897106
-104.64597252396398,19.862360671495594
-104.73763919025859,19.254027340604782
-104.91263918954829,19.804027338396477
-104.86263918975123,19.504027339601006
-105.38763918762034,19.87902733809534
-105.3626391877218,19.862360671495594
-105.104305855437,19.820694004996223
-105.29597252132572,19.87902733809534
-104.84597252315221,20.23736066998993
-104.37930585837967,19.545694006100376
-104.56263919096888,19.320694007003777
-104.6543058572635,19.37069400680302
-105.40430585421934,20.220694003390182
-105.37930585432082,20.070694003992447
-104.7459725235581,19.24569400730491
-104.26263919218654,19.604027339199497
-105.07097252223896,19.979027337693832
-104.87930585635024,19.595694005899624
-105.39597252091984,20.220694003390182
-104.42930585817673,19.48736067300126
-104.33763919188212,19.137360674406544
-104.38763919167918,19.595694005899624
-104.52097252447133,19.679027338898365
-104.99597252254338,19.454027339801762
-104.97930585594436,19.362360673503147
-104.38763919167918,19.554027339400253
-104.6709725238625,20.004027337593456
-104.12930585939438,19.41236067330239
-104.63763919066447,19.254027340604782
-104.97097252264486,19.395694006702644
-105.31263918792474,19.837360671595974
-104.25430585888702,19.20402734080554
-105.39597252091984,20.154027336991188
-104.16263919259242,19.587360672599747
-104.85430585645172,19.295694007104153
-104.5709725242684,19.562360672700127
-104.42930585817673,19.312360673703903
-105.29597252132572,19.912360671294838
-105.23763918822915,20.03736067079295
-104.47097252467428,19.862360671495594
-105.04597252234043,19.737360671997482
-104.5793058575679,20.104027337191944
-105.22930585492965,19.670694005598488
-105.07097252223896,20.0540273373927
-104.77097252345662,19.695694005498112
-104.69597252376104,19.620694005799244
-104.1376391926939,19.479027339701386
-104.07097252629782,19.229027340705162
-104.47930585797378,19.862360671495594
-104.90430585624878,20.17069400359094
-104.7543058568576,19.479027339701386
-104.72930585695907,19.737360671997482
-104.96263918934534,19.41236067330239
-104.12930585939438,19.0873606746073
-104.94597252274632,20.287360669789173
-104.60430585746643,19.504027339601006
-104.97097252264486,19.89569400469509
-104.02930585980027,19.220694007405285
-104.63763919066447,19.670694005598488
-104.55430585766938,19.587360672599747
-105.21263918833063,19.762360671897106
-104.4876391912733,19.820694004996223
-105.12097252203603,19.962360671094086
-104.29597252538457,19.120694007806797
-104.22097252568899,19.362360673503147
-104.45430585807526,19.87902733809534
-104.76263919015712,19.99569400429358
-105.12930585533553,20.17902733689081
-104.4876391912733,19.470694006401512
-104.44597252477575,19.120694007806797
-104.09597252619635,19.195694007505665
-104.54597252436986,19.579027339299873
-104.30430585868409,19.81236067169635
-105.04597252234043,20.004027337593456
-104.82930585655319,19.395694006702644
-105.33763918782327,19.89569400469509
-105.02097252244191,20.145694003691315
-104.55430585766938,20.01236067089333
-104.88763918964976,19.920694004594715
-104.28763919208507,19.695694005498112
-104.72930585695907,19.679027338898365
-104.76263919015712,20.12069400379169
-104.78763919005564,19.870694004795467
-104.86263918975123,19.71236067209786
-104.79597252335515,19.68736067219824
-105.46263918731592,19.99569400429358
-104.04597252639928,19.270694007204533
-104.72930585695907,19.71236067209786
-104.72930585695907,19.462360673101635
-105.07930585553848,19.97069400439396
-104.63763919066447,19.354027340203274
-104.51263919117183,19.279027340504406
-104.80430585665466,19.295694007104153
-105.17097252183308,19.77069400519698
-105.17097252183308,19.7956940050966
-105.2626391881277,20.070694003992447
-104.50430585787231,19.12902734110667
-104.4043058582782,19.862360671495594
-104.50430585787231,19.32902734030365
-105.07930585553848,19.71236067209786
-104.42930585817673,19.220694007405285
-104.72930585695907,20.029027337493076
-105.08763918883798,19.987360670993706
-104.93763918944681,20.304027336388923
-104.88763918964976,20.020694004193203
-105.2793058547267,20.062360670692573
-104.97097252264486,19.81236067169635
-104.09597252619635,19.12902734110667
-105.2793058547267,19.92902733789459
-104.45430585807526,19.437360673202015
-105.22930585492965,20.329027336288544
-105.29597252132572,20.070694003992447
-104.73763919025859,20.112360670491817
-105.25430585482817,19.779027338496853
-104.46263919137476,19.26236067390466
-105.17097252183308,19.629027339099117
-104.99597252254338,20.187360670190685
-105.1959725217316,20.087360670592197
-104.4876391912733,19.662360672298615
-104.96263918934534,19.779027338496853
-104.80430585665466,19.97069400439396
-104.96263918934534,20.312360669688797
-104.29597252538457,19.44569400650189
-105.39597252091984,20.245694003289803
-104.26263919218654,19.720694005397736
-104.5793058575679,20.09569400389207
-105.38763918762034,20.03736067079295
-105.03763918904093,19.720694005397736
-105.28763918802622,19.87902733809534
-105.12097252203603,20.345694002888294
-104.63763919066447,19.320694007003777
-104.1459725259934,19.04569400810793
-104.0626391929983,19.270694007204533
-104.96263918934534,19.7956940050966
-104.12097252609487,19.079027341307427
-104.93763918944681,19.77069400519698
-104.61263919076595,19.620694005799244
-104.95430585604583,20.262360669889553
-105.1793058551326,20.354027336188167
-104.12097252609487,19.295694007104153
-105.37097252102132,20.29569400308905
-104.4043058582782,19.20402734080554
-105.05430585563995,19.945694004494335
-104.42097252487721,19.579027339299873
-104.47930585797378,19.704027338797985
-104.21263919238947,19.18736067420579
-104.84597252315221,19.920694004594715
-104.86263918975123,19.72902733869761
-104.29597252538457,19.595694005899624
-104.5709725242684,19.32902734030365
-105.02930585574141,19.670694005598488
-104.5709725242684,19.670694005598488
-105.16263918853357,19.679027338898365
-105.21263918833063,19.85402733819572
-105.11263918873651,20.12069400379169
-105.06263918893946,19.645694005698868
-104.53763919107035,20.045694004092827
-104.6709725238625,20.145694003691315
-104.45430585807526,19.61236067249937
-105.06263918893946,19.495694006301132
-105.0126391891424,20.262360669889553
-105.32930585452377,19.77069400519698
-105.17097252183308,20.020694004193203
-105.00430585584289,20.13736067039144
-105.2709725214272,19.77069400519698
-105.0959725221375,19.77069400519698
-104.91263918954829,20.32069400298867
-104.86263918975123,19.662360672298615
-105.22097252163015,20.262360669889553
-105.08763918883798,19.887360671395218
-104.12930585939438,19.312360673703903
-104.76263919015712,20.01236067089333
-104.80430585665466,19.804027338396477
-104.87097252305074,19.745694005297356
-104.73763919025859,19.737360671997482
-104.50430585787231,19.920694004594715
-104.85430585645172,19.862360671495594
-104.18763919249095,19.220694007405285
-104.59597252416692,19.65402733899874
-104.70430585706055,19.912360671294838
-104.87097252305074,19.862360671495594
-104.6709725238625,19.912360671294838
-105.13763918863505,20.287360669789173
-104.6709725238625,20.12069400379169
-104.72097252365957,20.16236067029106
-104.91263918954829,19.437360673202015
-104.23763919228801,19.354027340203274
-104.72097252365957,20.062360670692573
-104.1376391926939,18.96236067510919
-105.2709725214272,19.912360671294838
-105.104305855437,19.779027338496853
-104.60430585746643,19.77069400519698
-104.97930585594436,19.887360671395218
-104.84597252315221,19.620694005799244
-104.41263919157771,19.41236067330239
-104.44597252477575,19.704027338797985
-104.7459725235581,19.85402733819572
-104.62097252406545,19.470694006401512
-104.12930585939438,19.28736067380428
-105.20430585503112,19.912360671294838
-104.35430585848114,19.195694007505665
-104.99597252254338,19.720694005397736
-104.84597252315221,19.820694004996223
-105.32097252122425,20.07902733729232
-105.07097252223896,20.304027336388923
-105.02097252244191,19.720694005397736
-105.02930585574141,20.154027336991188
-104.662639190563,20.03736067079295
-104.27097252548604,19.570694006
-105.12930585533553,19.604027339199497
-105.50430585381346,20.104027337191944
-104.92097252284779,19.554027339400253
-105.2709725214272,20.045694004092827
-105.17097252183308,19.737360671997482
-105.0126391891424,19.68736067219824
-105.24597252152867,20.229027336690056
-104.61263919076595,19.95402733779421
-104.98763918924386,20.145694003691315
-104.68763919046152,19.887360671395218
-104.8376391898527,19.762360671897106
-104.63763919066447,20.112360670491817
-105.12930585533553,19.745694005297356
-104.27930585878556,19.662360672298615
-104.5876391908674,19.454027339801762
-104.91263918954829,19.987360670993706
-104.72930585695907,19.304027340404026
-104.47930585797378,19.920694004594715
-104.44597252477575,19.920694004594715
-104.99597252254338,19.545694006100376
-104.87930585635024,20.23736066998993
-104.21263919238947,19.079027341307427
-105.47097252061543,20.19569400349056
-104.63763919066447,19.229027340705162
-105.08763918883798,20.020694004193203
-104.32097252528311,19.26236067390466
-104.30430585868409,19.504027339601006
-104.93763918944681,20.19569400349056
-104.10430585949585,19.470694006401512
-104.20430585908997,19.562360672700127
-105.3543058544223,20.287360669789173
-104.95430585604583,19.845694004895847
-105.23763918822915,19.870694004795467
-105.21263918833063,19.68736067219824
-104.6543058572635,20.104027337191944
-104.69597252376104,19.820694004996223
-104.6709725238625,19.620694005799244
-105.12930585533553,19.862360671495594
-105.00430585584289,20.25402733658968
-104.60430585746643,20.03736067079295
-104.77930585675614,19.720694005397736
-104.18763919249095,19.545694006100376
-104.86263918975123,20.129027337091568
-105.02097252244191,20.312360669688797
-104.69597252376104,19.395694006702644
-105.04597252234043,19.545694006100376
-104.80430585665466,19.720694005397736
-105.07930585553848,19.7956940050966
-104.84597252315221,19.387360673402767
-104.6543058572635,20.154027336991188
-104.52097252447133,20.004027337593456
-104.89597252294926,20.087360670592197
-104.17930585919144,19.32902734030365
-105.24597252152867,20.187360670190685
-104.45430585807526,19.495694006301132
-104.79597252335515,19.279027340504406
-104.4876391912733,20.004027337593456
-104.21263919238947,19.579027339299873
-104.5876391908674,19.737360671997482
-105.12097252203603,19.72902733869761
-104.1376391926939,19.162360674306168
-104.0543058596988,19.0873606746073
-104.38763919167918,19.68736067219824
-104.50430585787231,19.495694006301132
-104.12930585939438,19.554027339400253
-104.17930585919144,19.312360673703903
-104.71263919036005,19.254027340604782
-104.94597252274632,20.312360669688797
-104.52930585777085,19.870694004795467
-104.17097252589193,18.96236067510919
-104.21263919238947,19.04569400810793
-104.67930585716202,19.987360670993706
-104.1376391926939,19.279027340504406
-105.06263918893946,19.962360671094086
-104.44597252477575,19.504027339601006
-105.41263918751886,20.187360670190685
-104.2293058589885,19.012360674908432
-104.18763919249095,19.395694006702644
-104.07930585959733,19.18736067420579
-104.1459725259934,19.179027340905915
-104.15430585929292,19.195694007505665
-104.93763918944681,20.2790273364893
-104.29597252538457,19.670694005598488
-104.52930585777085,19.562360672700127
-105.1959725217316,20.187360670190685
-104.662639190563,19.92902733789459
-104.60430585746643,19.212360674105412
-104.39597252497869,19.295694007104153
-104.71263919036005,19.520694006200756
-104.76263919015712,19.562360672700127
-104.76263919015712,19.837360671595974
-104.4959725245728,19.89569400469509
-105.0959725221375,19.72902733869761
-105.03763918904093,19.579027339299873
-104.87097252305074,19.7956940050966
-105.14597252193455,20.329027336288544
-105.2626391881277,19.779027338496853
-104.98763918924386,20.0540273373927
-105.0126391891424,20.17069400359094
-104.88763918964976,19.395694006702644
-104.5709725242684,19.662360672298615
-104.77930585675614,19.72902733869761
-105.07097252223896,20.204027336790432
-105.07930585553848,19.662360672298615
-105.37097252102132,19.85402733819572
-104.79597252335515,20.07902733729232
-104.8376391898527,19.912360671294838
-105.1959725217316,19.89569400469509
-105.28763918802622,19.745694005297356
-104.98763918924386,20.154027336991188
-104.56263919096888,19.695694005498112
-104.82097252325369,19.645694005698868
-105.50430585381346,20.154027336991188
-105.25430585482817,19.679027338898365
-105.16263918853357,20.07902733729232
-104.77097252345662,20.262360669889553
-104.15430585929292,19.229027340705162
-104.2293058589885,19.070694008007553
-104.98763918924386,19.61236067249937
-105.0126391891424,19.61236067249937
-104.91263918954829,19.520694006200756
-104.1459725259934,19.0873606746073
-104.38763919167918,19.737360671997482
-104.32930585858261,19.37069400680302
-104.5793058575679,19.237360674005036
-104.42930585817673,19.42902733990214
-104.55430585766938,19.61236067249937
-104.59597252416692,19.68736067219824
-104.93763918944681,20.29569400308905
-105.34597252112279,20.129027337091568
-104.85430585645172,19.779027338496853
-104.78763919005564,20.270694003189426
-105.43763918741739,20.087360670592197
-105.37930585432082,20.2790273364893
-105.02097252244191,20.270694003189426
-104.62930585736495,19.270694007204533
-105.04597252234043,19.587360672599747
-105.02930585574141,19.420694006602265
-104.97930585594436,20.029027337493076
-104.15430585929292,19.570694006
-105.1793058551326,19.837360671595974
-104.7459725235581,19.579027339299873
-104.94597252274632,19.37069400680302
-104.78763919005564,19.3456940069034
-104.46263919137476,19.220694007405285
-104.81263918995417,19.7956940050966
-105.12930585533553,19.629027339099117
-104.88763918964976,19.454027339801762
-104.84597252315221,19.304027340404026
-105.22097252163015,20.062360670692573
-104.25430585888702,19.387360673402767
-104.46263919137476,19.962360671094086
-104.77097252345662,19.24569400730491
-104.52930585777085,19.662360672298615
-105.07930585553848,20.07902733729232
-104.4876391912733,19.72902733869761
-105.2709725214272,19.81236067169635
-105.34597252112279,19.837360671595974
-104.46263919137476,19.28736067380428
-104.80430585665466,19.554027339400253
-104.4876391912733,19.28736067380428
-104.7459725235581,19.987360670993706
-104.50430585787231,19.595694005899624
-104.1376391926939,19.295694007104153
-104.6543058572635,19.837360671595974
-105.02097252244191,19.537360672800503
-104.73763919025859,19.229027340705162
-104.6543058572635,19.18736067420579
-105.45430585401641,20.13736067039144
-104.51263919117183,19.270694007204533
-104.6543058572635,20.045694004092827
-104.44597252477575,19.570694006
-105.05430585563995,19.479027339701386
-104.662639190563,19.845694004895847
-104.7459725235581,19.99569400429358
-104.99597252254338,19.620694005799244
-104.32930585858261,19.17069400760604
-105.22097252163015,19.645694005698868
-104.99597252254338,19.7956940050966
-104.76263919015712,19.41236067330239
-105.2793058547267,19.845694004895847
-105.22097252163015,19.920694004594715
-105.39597252091984,19.904027337994965
-105.1793058551326,19.7956940050966
-104.29597252538457,19.0873606746073
-105.53763918701151,20.12069400379169
-105.24597252152867,20.312360669688797
-105.1793058551326,20.087360670592197
-104.21263919238947,19.570694006
-104.28763919208507,19.670694005598488
-104.4959725245728,19.75402733859723
-105.1876391884321,19.75402733859723
-104.80430585665466,19.48736067300126
-104.85430585645172,19.545694006100376
-104.47097252467428,19.595694005899624
-104.44597252477575,19.95402733779421
-104.46263919137476,19.595694005899624
-105.24597252152867,20.12069400379169
-105.24597252152867,19.92902733789459
-104.51263919117183,19.71236067209786
-104.82097252325369,20.0540273373927
-104.27097252548604,19.620694005799244
-104.1376391926939,19.545694006100376
-104.81263918995417,20.25402733658968
-105.39597252091984,20.12069400379169
-104.20430585908997,19.00402734160856
-104.27097252548604,19.320694007003777
-104.90430585624878,20.270694003189426
-105.16263918853357,20.304027336388923
-104.45430585807526,19.312360673703903
-104.27930585878556,19.704027338797985
-104.4876391912733,19.320694007003777
-104.4043058582782,19.387360673402767
-104.62097252406545,19.720694005397736
-104.80430585665466,20.020694004193203
-105.2709725214272,20.07902733729232
-105.2709725214272,20.09569400389207
-104.52930585777085,19.495694006301132
-104.55430585766938,19.154027341006294
-105.2626391881277,20.145694003691315
-105.37930585432082,19.904027337994965
-104.1376391926939,19.10402734120705
-104.18763919249095,19.04569400810793
-105.28763918802622,19.85402733819572
-104.52930585777085,19.37069400680302
-104.09597252619635,19.28736067380428
-104.94597252274632,19.362360673503147
-105.32097252122425,19.845694004895847
-104.85430585645172,19.962360671094086
-104.51263919117183,19.97069400439396
-104.67930585716202,19.645694005698868
-104.60430585746643,19.71236067209786
-104.99597252254338,19.97069400439396
